Report Period,Business Unit,Department Name,Procurement Transaction ID,Campaign Name,Creation Date,Contract Start,Contract End,Sub or Prime Contractor,FI$Cal Supplier Name,FI$Cal Supplier ID,Supplier Paid,Contract Amount Reported,DIGITAL : LATINX,IN-PERSON MEETINGS : AFRICAN AMERICAN,IN-PERSON MEETINGS : ASIAN-PACIFIC ISLANDER,IN-PERSON MEETINGS : GENERAL PUBLIC,IN-PERSON MEETINGS : INDIGENOUS,IN-PERSON MEETINGS : LATINX,IN-PERSON MEETINGS : LGBTQIA,INTERNET : AFRICAN AMERICAN,INTERNET : ASIAN-PACIFIC ISLANDER,INTERNET : DEAF AND DISABLED COMMUNITY,INTERNET : GENERAL PUBLIC,INTERNET : INDIGENOUS,INTERNET : LATINX,INTERNET : LGBTQIA,INTERNET : MIDDLE EASTERN,INTERNET : NON-SPECIFIED COMMUNITY TYPE,NEWSPAPER : AFRICAN AMERICAN,NEWSPAPER : ASIAN-PACIFIC ISLANDER,NEWSPAPER : DEAF AND DISABLED COMMUNITY,NEWSPAPER : GENERAL PUBLIC,NEWSPAPER : INDIGENOUS,NEWSPAPER : LATINX,NEWSPAPER : LGBTQIA,NEWSPAPER : MIDDLE EASTERN,NON-SPECIFIED MEDIA TYPE : AFRICAN AMERICAN,NON-SPECIFIED MEDIA TYPE : DEAF AND DISABLED COMMUNITY,PRINT : AFRICAN AMERICAN,PRINT : ASIAN-PACIFIC ISLANDER,PRINT : DEAF AND DISABLED COMMUNITY,PRINT : GENERAL PUBLIC,PRINT : LATINX,PRINT : LGBTQIA,PRINT : MIDDLE EASTERN,RADIO : AFRICAN AMERICAN,RADIO : ASIAN-PACIFIC ISLANDER,RADIO : DEAF AND DISABLED COMMUNITY,RADIO : GENERAL PUBLIC,RADIO : INDIGENOUS,RADIO : LATINX,RADIO : LGBTQIA,RADIO : MIDDLE EASTERN,SOCIAL MEDIA : LATINX,SPONSORSHIP : DEAF AND DISABLED COMMUNITY,SPONSORSHIP : LATINX,TELEVISION : AFRICAN AMERICAN,TELEVISION : ASIAN-PACIFIC ISLANDER,TELEVISION : DEAF AND DISABLED COMMUNITY,TELEVISION : GENERAL PUBLIC,TELEVISION : INDIGENOUS,TELEVISION : LATINX
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000673,Unknown,,10/14/2022,10/14/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000004806,"$2,002.00","$2,002.00",,,,,,,,,,,,,,,,,,,,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000678,Unknown,,10/25/2022,10/25/2022,PRIME,SMG - REDDING LLC,0000145058,$680.00,$680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$680.00,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000702,Unknown,,11/2/2022,11/2/2022,PRIME,LAMAR TRANSIT LLC,0000004806,"$4,298.92","$4,298.92",,,,,,,,,,,,,,,,,,,,"$4,298.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000748,Unknown,,11/16/2022,11/16/2022,PRIME,SMG - REDDING LLC,0000145058,$680.00,$680.00,,,,,,,,,,,,,,,,,,,,$680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000779,Unknown,,12/13/2022,12/13/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000171973,"$2,002.00","$2,002.00",,,,,,,,,,,,,,,,,,,,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000797,Unknown,,12/13/2022,12/13/2022,PRIME,SMG - REDDING LLC,0000201287,$480.00,$480.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$480.00,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000802,Unknown,,12/19/2022,12/19/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000004806,"$2,002.00","$2,002.00",,,,,,,,,,,,,,,,,,,,"$2,002.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000807,Unknown,,12/29/2022,12/29/2022,PRIME,SMG - REDDING LLC,0000004806,$680.00,$680.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$680.00,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000828,Unknown,,1/10/2023,1/10/2023,PRIME,ENJOY INC,0000145058,"$2,600.00","$2,600.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,600.00",,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000834,Unknown,,1/18/2023,1/18/2023,PRIME,DEER CREEK BROADCASTING LLC,0000079018,"$1,912.00","$1,912.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,912.00",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300000836,Unknown,,1/18/2023,1/18/2023,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000209576,"$1,573.00","$1,573.00",,,,,,,,,,,,,,,,,,,,"$1,573.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300001009,Unknown,,1/20/2023,1/20/2023,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000209576,$429.00,$429.00,,,,,,,,,,,,,,,,,,,,$429.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300001041,Unknown,,1/24/2023,1/24/2023,PRIME,SMG - REDDING LLC,0000084227,"$1,620.00","$1,620.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,620.00",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-022300001045,Unknown,,1/25/2023,1/25/2023,PRIME,SIERRA BROADCASTING,0000004806,"$1,200.00","$1,200.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,200.00",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032200000802,Unknown,,4/18/2022,4/18/2022,PRIME,TRINITY JOURNAL INC,0000004806,$37.50,$37.50,,,,,,,,,,,$37.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032210001315,Unknown,,4/19/2022,4/19/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000187646,"$2,041.91","$2,041.91",,,,,,,,,,,,,,,,,,,,"$2,041.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032210001514,Unknown,,4/20/2022,4/20/2022,PRIME,TRINITY JOURNAL INC,0000073364,$330.00,$330.00,,,,,,,,,,,,,,,,,,,,$330.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032210001561,Unknown,,6/29/2022,6/29/2022,PRIME,DEER CREEK BROADCASTING LLC,0000035576,"$1,830.00","$1,830.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,830.00",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032210001578,Unknown,,5/10/2022,5/10/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000015673,"$4,033.24","$4,033.24",,,,,,,,,,,,,,,,,,,,"$4,033.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000136,Unknown,,1/25/2023,1/25/2023,PRIME,KIXE TV CHANNEL 9,0000057522,"$2,500.00","$2,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,500.00",,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000139,Unknown,,3/7/2023,3/7/2023,PRIME,KIXE TV CHANNEL 9,0000187646,"$2,500.00","$2,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,500.00",,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000412,Unknown,,3/14/2023,3/14/2023,PRIME,REDDING RECORD SEARCHLIGHT,0000187646,"$1,167.00","$1,167.00",,,,,,,,,,,,,,,,,,,,"$1,167.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000601,Unknown,,3/14/2023,3/14/2023,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000187646,"$2,477.00","$2,477.00",,,,,,,,,,,,,,,,,,,,"$2,477.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000775,Unknown,,8/11/2022,8/11/2022,PRIME,APPEAL DEMOCRAT INC,0000209741,$236.25,$236.25,,,,,,,,,,,,,,,,,,,,$236.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000920,Unknown,,8/11/2022,8/11/2022,PRIME,THE SACRAMENTO BEE,0000064162,$675.00,$675.00,,,,,,,,,,,,,,,,,,,,$675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310000988,Unknown,,10/4/2022,10/4/2022,PRIME,THE SACRAMENTO BEE,0000187646,$675.00,$675.00,,,,,,,,,,,,,,,,,,,,$675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310001052,Unknown,,11/10/2022,11/10/2022,PRIME,THE SACRAMENTO BEE,0000187646,$675.00,$675.00,,,,,,,,,,,,,,,,,,,,$675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310001119,Unknown,,12/22/2022,12/22/2022,PRIME,MESSENGER PUBLISHING GROUP,0000064162,$480.00,$480.00,,,,,,,,,,,,,,,,,,,,$480.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310001120,Unknown,,1/26/2023,1/26/2023,PRIME,TIMES STANDARD,0000073993,"$1,251.66","$1,251.66",,,,,,,,,,,,,,,,,,,,"$1,251.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-032310001121,Unknown,,2/9/2023,2/9/2023,PRIME,THE SACRAMENTO BEE,0000073993,$675.00,$675.00,,,,,,,,,,,,,,,,,,,,$675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042200002325,Unknown,,5/16/2022,5/16/2022,PRIME,THE SACRAMENTO BEE,0000075579,$675.00,$675.00,,,,,,,,,,,,,,,,,,,,$675.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042200002327,Unknown,,6/9/2022,6/9/2022,PRIME,GOLD COUNTRY MEDIA,0000138329,"$1,890.00","$1,890.00",,,,,,,,,,,,,,,,,,,,"$1,890.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042200002373,Unknown,,6/14/2022,6/14/2022,PRIME,UNITED STATES POSTAL SERVICE,0000138329,$147.60,$147.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$147.60,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042200002386,Unknown,,6/15/2022,6/15/2022,PRIME,SWIFT COMMUNICATIONS,0000072904,"$1,728.97","$1,728.97",,,,,,,,,,,,,,,,,,,,"$1,728.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042300000464,Unknown,,2/24/2023,2/24/2023,PRIME,THE SACRAMENTO BEE,0000004806,"$2,319.00","$2,319.00",,,,,,,,,,,,,,,,,,,,"$2,319.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042300000540,Unknown,,3/8/2023,3/8/2023,PRIME,TIMES STANDARD,0000205165,$511.91,$511.91,,,,,,,,,,,,,,,,,,,,$511.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042300000838,Unknown,,3/8/2023,3/8/2023,PRIME,NORTH COAST JOURNAL INC,0000138329,$350.00,$350.00,,,,,,,,,,,,,,,,,,,,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-042300000839,Unknown,,3/8/2023,3/8/2023,PRIME,NORTH COAST JOURNAL INC,0000075579,$350.00,$350.00,,,,,,,,,,,,,,,,,,,,$350.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052200001665,Unknown,,4/11/2022,4/11/2022,PRIME,DAILY REPUBLIC INC,0000078927,$568.75,$568.75,,,,,,,,,,,,,,,,,,,,$568.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052200001935,Unknown,,4/18/2022,4/18/2022,PRIME,RIO VISTA PUBLICATION ENTERPRISES,0000017487,$150.00,$150.00,,,,,,,,,,,,,,,,,,,,$150.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052200001957,Unknown,,4/19/2022,4/19/2022,PRIME,NAPA VALLEY PUBLISHING,0000171515,$216.00,$216.00,,,,,,,,,,,,,,,,,,,,$216.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052200002325,Unknown,,4/4/2022,4/4/2022,PRIME,SOUTH COUNTY NEWSPAPERS LLC,0000098072,$351.00,$351.00,,,,,,,,,,,,,,,,,,,,$351.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052200002366,Unknown,,5/16/2022,5/16/2022,PRIME,SANTA BARBARA NEWS-PRESS,0000010426,$900.00,$900.00,,,,,,,,,,,,,,,,,,,,$900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000096,Unknown,,8/25/2022,8/25/2022,PRIME,BAY AREA NEWS GROUP,0000098072,"$2,654.49","$2,654.49",,,,,,,,,,,,,,,,,,,,"$2,654.49",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000261,Unknown,,9/22/2022,9/22/2022,PRIME,CITYSIDE JOURNALISM INITIATIVE,0000098072,$750.00,$750.00,,,,,,,,,,,,,,,,,,,,$750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000262,Unknown,,10/6/2022,10/6/2022,PRIME,RIO VISTA PUBLICATION ENTERPRISES,0000098072,$480.00,$480.00,,,,,,,,,,,,,,,,,,,,$480.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000430,Unknown,,10/6/2022,10/6/2022,PRIME,DAILY REPUBLIC INC,0000171515,"$1,071.00","$1,071.00",,,,,,,,,,,,,,,,,,,,"$1,071.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000435,Unknown,,7/20/2022,7/20/2022,PRIME,SANTA CRUZ SENTINEL,0000000033,$475.00,$475.00,,,,,,,,,,,,,,,,,,,,$475.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000693,Unknown,,8/15/2022,8/15/2022,PRIME,SANTA CRUZ SENTINEL,0000055093,$475.00,$475.00,,,,,,,,,,,$475.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300000885,Unknown,,8/16/2022,8/16/2022,PRIME,SANTA CRUZ SENTINEL,0000010426,$475.00,$475.00,,,,,,,,,,,$475.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300001552,Unknown,,9/8/2022,9/8/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000046491,$488.25,$488.25,,,,,,,,,,,,,,,,,,,,$488.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300001631,Unknown,,9/8/2022,9/8/2022,PRIME,SALINAS NEWSPAPERS LLC,0000052721,$909.30,"$1,818.60",,,,,,,,,,,,,,,,,,,,$909.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-052300001631,Unknown,,9/8/2022,9/8/2022,PRIME,SALINAS NEWSPAPERS LLC,0000052721,$909.30,"$1,818.60",,,,,,,,,,,,,,,,,,,,,,$909.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001018,Unknown,,5/26/2022,5/26/2022,PRIME,TRIBUNE PUBLISHING COMPANY LLC,0000163001,"$1,000.00","$1,000.00",,,,,,,,,,,,,,,,,,,,"$1,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001059,Unknown,,5/11/2022,5/11/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000006762,$582.75,$582.75,,,,,,,,,,,,,,,,,,,,$582.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001060,Unknown,,6/28/2022,6/28/2022,PRIME,SANTA CRUZ SENTINEL,0000006762,$425.00,$475.00,,,,,,,,,,,,,,,,,,,,$425.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001060,Unknown,,6/28/2022,6/28/2022,PRIME,SANTA CRUZ SENTINEL,0000006762,$50.00,$475.00,,,,,,,,,,,$50.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001080,Unknown,,6/30/2022,6/30/2022,PRIME,MONTEREY NEWSPAPERS PARTNERSHIP,0000128808,"$1,014.00","$1,014.00",,,,,,,,,,,,,,,,,,,,"$1,014.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001119,Unknown,,4/20/2022,4/20/2022,PRIME,EL POPULAR INC,0000171515,$542.20,$542.50,,,,,,,,,,,,,,,,,,,,,,$542.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001176,Unknown,,4/28/2022,4/28/2022,PRIME,EXCEL INTERPRETING LLC,0000004152,$95.00,$95.00,,,,,,,,,,,,,,,,,,,,,,$95.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001252,Unknown,,4/28/2022,4/28/2022,PRIME,EXCEL INTERPRETING LLC,0000171515,$138.51,$138.51,,,,,,,,,,,,,,,,,,,,,,$138.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001263,Unknown,,5/3/2022,5/3/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000181547,"$1,250.00","$1,250.00",,,,,,,,,,,,,,,,,,,,"$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001332,Unknown,,5/12/2022,5/12/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000128808,$525.00,"$1,050.00",,,,,,,,,,,,,,,,,,,,$525.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062200001332,Unknown,,5/12/2022,5/12/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000128808,$525.00,"$1,050.00",,,,,,,,,,,,,,,,,,,,,,$525.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000064,Unknown,,10/19/2022,10/19/2022,PRIME,SANTA BARBARA NEWS-PRESS,0000202419,$900.00,$900.00,,,,,,,,,,,,,,,,,,,,$900.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000153,Unknown,,11/10/2022,11/10/2022,PRIME,MONTEREY NEWSPAPERS PARTNERSHIP,0000181547,$502.00,$502.00,,,,,,,,,,,,,,,,,,,,$502.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000267,Clean CA,,3/20/2023,3/20/2023,PRIME,SLO NEW TIMES INC,0000205273,$432.00,$0.00,,,,,,,,,,,,,,,,,,,,$432.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000305,Clean CA,,3/13/2023,3/13/2023,PRIME,CITY OF ARROYO GRANDE,0000128808,$106.00,$106.00,,,,,,,,,,,,,,,,,,,,$106.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000318,Unknown,,8/15/2022,8/15/2022,PRIME,MID VALLEY PUBLISHING INC,0000181547,$495.00,$990.00,,,,,,,,,,,,,,,,,,,,,,$495.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000318,Unknown,,8/15/2022,8/15/2022,PRIME,MID VALLEY PUBLISHING INC,0000181547,$495.00,$990.00,,,,,,,,,,,,,,,,,,,,$495.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000716,Unknown,,8/15/2022,8/15/2022,PRIME,VISALIA TIMES-DELTA,0000005114,$271.03,"$2,710.28",,,,,,,,,,,,,,,,,,,,,,$271.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000716,Unknown,,8/15/2022,8/15/2022,PRIME,VISALIA TIMES-DELTA,0000005114,"$2,439.25","$2,710.28",,,,,,,,,,,,,,,,,,,,"$2,439.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000753,Unknown,,10/24/2022,10/24/2022,PRIME,MOUNTAIN PRESS,0000175588,$165.00,$330.00,,,,,,,,,,,,,,,,,,,,,,$165.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000753,Unknown,,10/24/2022,10/24/2022,PRIME,MOUNTAIN PRESS,0000175588,$165.00,$330.00,,,,,,,,,,,,,,,,,,,,$165.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000906,Unknown,,9/20/2022,9/20/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000175588,"$1,250.00","$2,500.00",,,,,,,,,,,,,,,,,,,,"$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000906,Unknown,,9/20/2022,9/20/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000175588,"$1,250.00","$2,500.00",,,,,,,,,,,,,,,,,,,,,,"$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000936,Unknown,,9/22/2022,9/22/2022,PRIME,VISALIA TIMES-DELTA,0000175588,"$2,439.25","$2,710.28",,,,,,,,,,,,,,,,,,,,"$2,439.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000936,Unknown,,9/22/2022,9/22/2022,PRIME,VISALIA TIMES-DELTA,0000175588,$271.03,"$2,710.28",,,,,,,,,,,,,,,,,,,,,,$271.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000944,Unknown,,1/13/2023,1/13/2023,PRIME,PACIFIC PUBLISHING GROUP INC,0000181547,"$1,815.00","$3,630.00",,,,,,,,,,,,,,,,,,,,,,"$1,815.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000944,Unknown,,1/13/2023,1/13/2023,PRIME,PACIFIC PUBLISHING GROUP INC,0000181547,"$1,815.00","$3,630.00",,,,,,,,,,,,,,,,,,,,"$1,815.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
