Report Period,Business Unit,Department Name,Procurement Transaction ID,Campaign Name,Creation Date,Contract Start,Contract End,Sub or Prime Contractor,FI$Cal Supplier Name,FI$Cal Supplier ID,Supplier Paid,Contract Amount Reported,DIGITAL : LATINX,IN-PERSON MEETINGS : AFRICAN AMERICAN,IN-PERSON MEETINGS : ASIAN-PACIFIC ISLANDER,IN-PERSON MEETINGS : GENERAL PUBLIC,IN-PERSON MEETINGS : INDIGENOUS,IN-PERSON MEETINGS : LATINX,IN-PERSON MEETINGS : LGBTQIA,INTERNET : AFRICAN AMERICAN,INTERNET : ASIAN-PACIFIC ISLANDER,INTERNET : DEAF AND DISABLED COMMUNITY,INTERNET : GENERAL PUBLIC,INTERNET : INDIGENOUS,INTERNET : LATINX,INTERNET : LGBTQIA,INTERNET : MIDDLE EASTERN,INTERNET : NON-SPECIFIED COMMUNITY TYPE,NEWSPAPER : AFRICAN AMERICAN,NEWSPAPER : ASIAN-PACIFIC ISLANDER,NEWSPAPER : DEAF AND DISABLED COMMUNITY,NEWSPAPER : GENERAL PUBLIC,NEWSPAPER : INDIGENOUS,NEWSPAPER : LATINX,NEWSPAPER : LGBTQIA,NEWSPAPER : MIDDLE EASTERN,NON-SPECIFIED MEDIA TYPE : AFRICAN AMERICAN,NON-SPECIFIED MEDIA TYPE : DEAF AND DISABLED COMMUNITY,PRINT : AFRICAN AMERICAN,PRINT : ASIAN-PACIFIC ISLANDER,PRINT : DEAF AND DISABLED COMMUNITY,PRINT : GENERAL PUBLIC,PRINT : LATINX,PRINT : LGBTQIA,PRINT : MIDDLE EASTERN,RADIO : AFRICAN AMERICAN,RADIO : ASIAN-PACIFIC ISLANDER,RADIO : DEAF AND DISABLED COMMUNITY,RADIO : GENERAL PUBLIC,RADIO : INDIGENOUS,RADIO : LATINX,RADIO : LGBTQIA,RADIO : MIDDLE EASTERN,SOCIAL MEDIA : LATINX,SPONSORSHIP : DEAF AND DISABLED COMMUNITY,SPONSORSHIP : LATINX,TELEVISION : AFRICAN AMERICAN,TELEVISION : ASIAN-PACIFIC ISLANDER,TELEVISION : DEAF AND DISABLED COMMUNITY,TELEVISION : GENERAL PUBLIC,TELEVISION : INDIGENOUS,TELEVISION : LATINX
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-062300000948,Unknown,,1/24/2023,1/24/2023,PRIME,THE MCCLATCHY CO LLC,0000181547,"$2,573.55","$2,573.55",,,,,,,,,,,,,,,,,,,,"$2,573.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-072300000290,Unknown,,3/20/2023,3/20/2023,PRIME,THE MCCLATCHY CO LLC,0000004806,"$2,394.00","$2,394.00",,,,,,,,,,,,,,,,,,,,,,"$2,394.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-072300000522,Unknown,,3/20/2023,3/20/2023,PRIME,THE MCCLATCHY CO LLC,0000170207,"$2,394.00","$2,394.00",,,,,,,,,,,,,,,,,,,,"$2,394.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092200000539,Unknown,,5/23/2022,5/23/2022,PRIME,THE STOCKTON RECORD,0000128808,"$1,564.08","$1,564.08",,,,,,,,,,,,,,,,,,,,"$1,564.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092200000612,Unknown,,6/7/2022,6/4/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000199084,$525.00,"$1,050.00",,,,,,,,,,,,,,,,,,,,,,$525.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092200000612,Unknown,,6/7/2022,6/4/2022,PRIME,SANTA MARIA CALIFORNIA NEWS MEDIA INC,0000199084,$525.00,"$1,050.00",,,,,,,,,,,,,,,,,,,,$525.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000197,Unknown,,3/22/2023,3/22/2023,PRIME,VISALIA TIMES-DELTA,0000162879,"$1,617.34","$3,234.68",,,,,,,,,,,,,,,,,,,,,,"$1,617.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000197,Unknown,,3/22/2023,3/22/2023,PRIME,VISALIA TIMES-DELTA,0000162879,"$1,617.34","$3,234.68",,,,,,,,,,,,,,,,,,,,"$1,617.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000198,Unknown,,3/22/2023,3/22/2023,PRIME,VISALIA TIMES-DELTA,0000063392,"$1,615.74",$0.00,,,,,,,,,,,,,,,,,,,,"$1,615.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000305,Unknown,,11/15/2022,11/15/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000162879,$627.05,$627.05,,,,,,,,,,,,,,,,,,,,$627.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000307,Be Work Zone Alert,,3/13/2023,3/13/2023,PRIME,CIVIC PUBLICATIONS INC,0000063392,"$4,987.00",$0.00,,,,,,,,,,,,,,,,,,,,"$4,987.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000594,Unknown,,10/4/2022,10/4/2022,PRIME,EL SOL DE LA SIERRA,0000128808,$498.00,$498.00,,,,,,,,,,,,,,,,,,,,,,$498.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000633,Unknown,,10/4/2022,10/4/2022,PRIME,HORIZON CALIFORNIA PUBLICATIONS INC,0000171218,$306.00,$306.00,,,,,,,,,,,,,,,,,,,,$306.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000653,Unknown,,11/8/2022,11/8/2022,PRIME,EL SOL DE LA SIERRA,0000215148,$498.00,$498.00,,,,,,,,,,,,,,,,,,,,,,$498.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000677,Unknown,,11/8/2022,11/8/2022,PRIME,HORIZON CALIFORNIA PUBLICATIONS INC,0000086532,$306.00,$306.00,,,,,,,,,,,,,,,,,,,,$306.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000682,Clean CA,,3/3/2023,3/3/2023,PRIME,THE BAKERSFIELD CALIFORNIAN,0000128808,$265.00,$265.00,,,,,,,,,,,,,,,,,,,,$265.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000685,Clean CA,,3/14/2023,3/14/2023,PRIME,DIRECT RESULTS MEDIA LLC,0000128808,$42.00,"$1,645.00",,,,,,,,,,,$42.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000685,Clean CA,,3/14/2023,3/14/2023,PRIME,DIRECT RESULTS MEDIA LLC,0000128808,"$1,278.00","$1,645.00",,,,,,,,,,,,,,,,,,,,"$1,278.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000685,Clean CA,,3/14/2023,3/14/2023,PRIME,DIRECT RESULTS MEDIA LLC,0000128808,$325.00,"$1,645.00",,,,,,,,,,,,,,,,,,,,,,$325.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000686,Clean Air CA,,3/23/2023,3/23/2023,PRIME,HILLTOP PUBLISHERS,0000170678,$785.00,$0.00,,,,,,,,,,,,,,,,,,,,$785.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-092300000687,Clean CA,,3/28/2023,3/28/2023,PRIME,SIERRA BROADCASTERS,0000171218,$500.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$500.00,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000253,Unknown,,6/8/2022,6/8/2022,PRIME,VISALIA TIMES-DELTA,0000003590,"$1,276.80","$2,553.60",,,,,,,,,,,,,,,,,,,,,,"$1,276.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000253,Unknown,,6/8/2022,6/8/2022,PRIME,VISALIA TIMES-DELTA,0000003590,"$1,276.80","$2,553.60",,,,,,,,,,,,,,,,,,,,"$1,276.80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000256,Unknown,,6/20/2022,6/20/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000015673,"$1,250.00",$0.00,,,,,,,,,,,,,,,,,,,,,,"$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000256,Unknown,,6/20/2022,6/20/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000015673,"$1,250.00",$0.00,,,,,,,,,,,,,,,,,,,,"$1,250.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000284,Unknown,,4/1/2022,4/1/2022,PRIME,THE BAKERSFIELD CALIFORNIAN,0000010193,$452.00,$452.00,,,,,,,,,,,,,,,,,,,,$452.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000285,Unknown,,5/12/2022,5/12/2022,PRIME,KERN COUNTY MEDIA LLC,0000090314,$273.00,$273.00,,,,,,,,,,,,,,,,,,,,$273.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000376,Unknown,,5/27/2022,5/27/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000003590,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000376,Unknown,,5/27/2022,5/27/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000003590,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000383,Unknown,,4/11/2022,4/11/2022,PRIME,SIERRA NEVADA MEDIA GROUP,0000003590,"$1,120.00","$2,240.00",,,,,,,,,,,,,,,,,,,,,,"$1,120.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000383,Unknown,,4/11/2022,4/11/2022,PRIME,SIERRA NEVADA MEDIA GROUP,0000003590,"$1,120.00","$2,240.00",,,,,,,,,,,,,,,,,,,,"$1,120.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102200000393,Unknown,,4/27/2022,4/27/2022,PRIME,MERCED SUN STAR,0000055879,$213.00,$213.00,,,,,,,,,,,,,,,,,,,,$213.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000063,Unknown,,3/29/2023,3/29/2023,PRIME,THE BAKERSFIELD CALIFORNIAN,0000004152,$452.00,$0.00,,,,,,,,,,,,,,,,,,,,$452.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000064,Unknown,,3/30/2023,3/30/2023,PRIME,THE BAKERSFIELD CALIFORNIAN,0000094194,$452.00,$0.00,,,,,,,,,,,,,,,,,,,,$452.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000065,Unknown,,3/30/2023,3/30/2023,PRIME,ANTELOPE VALLEY PRESS INC,0000004806,"$1,129.07",$0.00,,,,,,,,,,,,,,,,,,,,"$1,129.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000092,Unknown,,3/30/2023,3/30/2023,PRIME,DIRECT RESULTS MEDIA LLC,0000003590,$283.50,$0.00,,,,,,,,,,,,,,,,,,,,$283.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000093,Unknown,,9/21/2022,9/21/2022,PRIME,THE STOCKTON RECORD,0000090314,$543.26,$0.00,,,,,,,,,,,,,,,,,,,,$543.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000094,Unknown,,9/21/2022,9/21/2022,PRIME,TANK TOWN MEDIA LLC,0000055879,$598.50,$598.50,,,,,,,,,,,,,,,,,,,,$598.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000105,Unknown,,9/22/2022,9/22/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000004152,$519.75,$519.75,,,,,,,,,,,,,,,,,,,,$519.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000142,Unknown,,10/12/2022,10/12/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000004152,$500.70,$500.70,,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000191,Unknown,,10/12/2022,10/12/2022,PRIME,LATINO TIMES,0000013521,$800.00,$800.00,,,,,,,,,,,,,,,,,,,,,,$800.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000204,Unknown,,10/12/2022,10/12/2022,PRIME,UNION DEMOCRAT,0000211645,$460.00,$460.00,,,,,,,,,,,,,,,,,,,,$460.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000246,Unknown,,10/24/2022,10/24/2022,PRIME,THE STOCKTON RECORD,0000058278,$535.76,$0.00,,,,,,,,,,,,,,,,,,,,,,$535.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-102300000246,Unknown,,10/24/2022,10/24/2022,PRIME,THE STOCKTON RECORD,0000058278,$535.75,$0.00,,,,,,,,,,,,,,,,,,,,$535.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112200000471,Unknown,,5/4/2022,5/4/2022,PRIME,LATINO TIMES,0000005104,$500.00,$500.00,,,,,,,,,,,,,$500.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000101,Unknown,,12/9/2022,12/9/2022,PRIME,THE STOCKTON RECORD,0000115286,$530.58,$0.00,,,,,,,,,,,,,,,,,,,,,,$530.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000101,Unknown,,12/9/2022,12/9/2022,PRIME,THE STOCKTON RECORD,0000115286,$530.58,$0.00,,,,,,,,,,,,,,,,,,,,$530.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000114,Unknown,,1/18/2023,1/18/2023,PRIME,JACKSON RANCHERIA BAND OF MIWUK INDIANS,0000178618,$396.00,$792.00,,,,,,,,,,,,,,,,,,,,,$396.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000114,Unknown,,1/18/2023,1/18/2023,PRIME,JACKSON RANCHERIA BAND OF MIWUK INDIANS,0000178618,$396.00,$792.00,,,,,,,,,,,,,,,,,,,,,,$396.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000118,Unknown,,1/25/2023,1/25/2023,PRIME,HOPE PUBLICATIONS LLC,0000206005,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000118,Unknown,,1/25/2023,1/25/2023,PRIME,HOPE PUBLICATIONS LLC,0000206005,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000132,Unknown,,3/23/2023,3/23/2023,PRIME,GATEHOUSE MEDIA CALIFORNIA HOLDINGS,0000206005,$257.79,$0.00,,,,,,,,,,,,,,,,,,,,,,$257.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000132,Unknown,,3/23/2023,3/23/2023,PRIME,GATEHOUSE MEDIA CALIFORNIA HOLDINGS,0000206005,$257.79,$0.00,,,,,,,,,,,,,,,,,,,,$257.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000182,Unknown,,9/14/2022,9/14/2022,PRIME,NANTMEDIA,0000115286,$396.00,$396.00,,,,,,,,,,,,,,,,,,,,$396.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000300,Unknown,,9/23/2022,9/23/2022,PRIME,ROADRUNNER PUBLICATIONS INC,0000206005,"$1,090.00","$2,180.00",,,,,,,,,,,,,,,,,,,,,,"$1,090.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000300,Unknown,,9/23/2022,9/23/2022,PRIME,ROADRUNNER PUBLICATIONS INC,0000206005,"$1,090.00","$2,180.00",,,,,,,,,,,,,,,,,,,,"$1,090.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000305,Unknown,,9/29/2022,9/29/2022,PRIME,COAST NEWS INC,0000178618,$950.00,"$1,900.00",,,,,,,,,,,,,,,,,,,,$950.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000305,Unknown,,9/29/2022,9/29/2022,PRIME,COAST NEWS INC,0000178618,$950.00,"$1,900.00",,,,,,,,,,,,,,,,,,,,,,$950.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000321,Unknown,,10/6/2022,10/6/2022,PRIME,COAST NEWS INC,0000055186,$450.00,$900.00,,,,,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000321,Unknown,,10/6/2022,10/6/2022,PRIME,COAST NEWS INC,0000055186,$450.00,$900.00,,,,,,,,,,,,,,,,,,,,$450.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000322,Unknown,,11/7/2022,11/7/2022,PRIME,NANTMEDIA,0000214332,$594.00,$594.00,,,,,,,,,,,,,,,,,,,,$594.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000323,Unknown,,2/14/2023,2/14/2023,PRIME,COAST NEWS INC,0000214670,"$1,400.00","$2,800.00",,,,,,,,,,,,,,,,,,,,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000323,Unknown,,2/14/2023,2/14/2023,PRIME,COAST NEWS INC,0000214670,"$1,400.00","$2,800.00",,,,,,,,,,,,,,,,,,,,,,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000325,Unknown,,2/17/2023,2/17/2023,PRIME,ROADRUNNER PUBLICATIONS INC,0000214194,"$1,091.00","$2,182.00",,,,,,,,,,,,,,,,,,,,,,"$1,091.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-112300000325,Unknown,,2/17/2023,2/17/2023,PRIME,ROADRUNNER PUBLICATIONS INC,0000214194,"$1,091.00","$2,182.00",,,,,,,,,,,,,,,,,,,,"$1,091.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-12310000106,Unknown,,9/15/2022,9/15/2022,PRIME,TIMES STANDARD,0000064162,$508.44,$508.44,,,,,,,,,,,,,,,,,,,,$508.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001267,Unknown,,6/9/2022,6/9/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000171461,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001267,Unknown,,6/9/2022,6/9/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000171461,$500.70,"$1,001.40",,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001457,Unknown,,6/15/2022,6/15/2022,PRIME,CALAVERAS FIRST COMPANY INC,0000004806,$500.70,$500.70,,,,,,,,,,,,,,,,,,,,$500.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001484,Unknown,,6/15/2022,6/15/2022,PRIME,UNION DEMOCRAT,0000063346,$460.00,$460.00,,,,,,,,,,,,,,,,,,,,$460.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001563,Wrong Way Driver Prevention Campaign,,5/5/2022,5/5/2022,PRIME,THE SAN DIEGO UNION TRIBUNE PUBLISHING CO.,0000000152,"$5,000.00","$5,000.00",,,,,,,,,,,,,,,,,,,,"$5,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001932,Unknown,,4/11/2022,4/11/2022,PRIME,LMG NATIONAL PUBLISHING INC,0000004806,$485.00,$485.00,,,,,,,,,,,,,,,,,,,,$485.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-220000001933,Unknown,,4/5/2022,4/5/2022,PRIME,CALIFORNIA NEWSPAPERS PARTNERSHIP,0000000152,"$1,796.00","$1,796.00",,,,,,,,,,,,,,,,,,,,"$1,796.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000000431,Unknown,,2/28/2023,2/28/2023,PRIME,IHEARTMEDIA ENTERTAINMENT INC,0000000152,"$2,019.36","$2,019.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,019.36",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000000562,Unknown,,3/9/2023,3/9/2023,PRIME,ENTRAVISION COMMUNICATIONS CORPORATION,0000206005,"$1,004.00","$1,004.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,004.00",,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000000566,Unknown,,3/16/2023,3/16/2023,PRIME,KXO INC,0000004806,$480.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$480.00,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000000567,Unknown,,3/16/2023,3/16/2023,PRIME,AUDACY OPERATIONS INC,0000004806,"$3,231.36","$3,231.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$3,231.36",,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000000791,Unknown,,9/1/2022,9/1/2022,PRIME,DAILY JOURNAL CORPORATION,0000004806,"$1,767.05","$1,767.05",,,,,,,,,,,,,,,,,,,,"$1,767.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000001538,Unknown,,9/29/2022,9/29/2022,PRIME,COAST NEWS INC,0000000152,"$1,400.00","$2,800.00",,,,,,,,,,,,,,,,,,,,,,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
02Jul2023,2660,"TRANSPORTATION, DEPARTMENT OF",2660 - CPO-230000001538,Unknown,,9/29/2022,9/29/2022,PRIME,COAST NEWS INC,0000000152,"$1,400.00","$2,800.00",,,,,,,,,,,,,,,,,,,,"$1,400.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
